Entity,Code,Year,Solar (% growth)
Other Europe (BP),,2015,37.16600036621094
Other Europe (BP),,2016,32.322120666503906
Other Europe (BP),,2017,19.072580337524414
Other Europe (BP),,2018,10.273992538452148
Other Europe (BP),,2019,21.829402923583984
Other Europe (BP),,2020,21.636211395263672
Other Europe (BP),,2021,15.909266471862793
Other Middle East (BP),,2009,11.111104965209961
Other Middle East (BP),,2010,51.2833366394043
Other Middle East (BP),,2011,49.45466613769531
Other Middle East (BP),,2012,50.871337890625
Other Middle East (BP),,2013,68.46461486816406
Other Middle East (BP),,2014,150.88455200195312
Other Middle East (BP),,2015,347.25738525390625
Other Middle East (BP),,2016,241.5352783203125
Other Middle East (BP),,2017,33.120025634765625
Other Middle East (BP),,2018,63.63954544067383
Other Middle East (BP),,2019,44.23353576660156
Other Middle East (BP),,2020,17.499887466430664
Other Middle East (BP),,2021,-0.2165675163269043
Other Northern Africa (BP),,2004,249.99996948242188
Other Northern Africa (BP),,2005,71.42857360839844
Other Northern Africa (BP),,2006,41.66667556762695
Other Northern Africa (BP),,2007,29.41176986694336
Other Northern Africa (BP),,2008,22.727262496948242
Other Northern Africa (BP),,2009,18.51852035522461
Other Northern Africa (BP),,2010,39.63984298706055
Other Northern Africa (BP),,2011,28.387187957763672
Other Northern Africa (BP),,2012,45.103370666503906
Other Northern Africa (BP),,2013,67.98737335205078
Other Northern Africa (BP),,2014,89.94927215576172
Other Northern Africa (BP),,2015,73.39928436279297
Other Northern Africa (BP),,2016,60.08242416381836
Other Northern Africa (BP),,2017,20.609521865844727
Other Northern Africa (BP),,2018,28.66736602783203
Other Northern Africa (BP),,2019,39.40193557739258
Other Northern Africa (BP),,2020,18.261634826660156
Other Northern Africa (BP),,2021,0.3479599952697754
Other South America (BP),,2001,0
Other South America (BP),,2002,0
Other South America (BP),,2003,56.05095672607422
Other South America (BP),,2004,0
Other South America (BP),,2005,5.714297294616699
Other South America (BP),,2006,40.9266471862793
Other South America (BP),,2007,2.191781997680664
Other South America (BP),,2008,164.34317016601562
Other South America (BP),,2009,30.829608917236328
Other South America (BP),,2010,6761.9072265625
Other South America (BP),,2011,301.1569519042969
Other South America (BP),,2012,52.26006317138672
Other South America (BP),,2013,-13.891607284545898
Other South America (BP),,2014,27.21976089477539
Other South America (BP),,2015,103.73077392578125
Other South America (BP),,2016,84.26431274414062
Other South America (BP),,2017,54.009281158447266
Other South America (BP),,2018,78.72991943359375
Other South America (BP),,2019,11.907720565795898
Other South America (BP),,2020,15.59552001953125
Other South America (BP),,2021,25.7730712890625
Other South and Central America (BP),,2000,38.34174728393555
Other South and Central America (BP),,2001,143.12396240234375
Other South and Central America (BP),,2002,4.709494113922119
Other South and Central America (BP),,2003,2.451801300048828
Other South and Central America (BP),,2004,31.553447723388672
Other South and Central America (BP),,2005,1138.5634765625
Other South and Central America (BP),,2006,-8.924495697021484
Other South and Central America (BP),,2007,44.534183502197266
Other South and Central America (BP),,2008,47.832427978515625
Other South and Central America (BP),,2009,80.30496978759766
Other South and Central America (BP),,2010,163.466552734375
Other South and Central America (BP),,2011,123.41012573242188
Other South and Central America (BP),,2012,110.05005645751953
Other South and Central America (BP),,2013,14.036178588867188
Other South and Central America (BP),,2014,32.703948974609375
Other South and Central America (BP),,2015,192.33482360839844
Other South and Central America (BP),,2016,68.92530059814453
Other South and Central America (BP),,2017,29.07935333251953
Other South and Central America (BP),,2018,29.506290435791016
Other South and Central America (BP),,2019,30.519807815551758
Other South and Central America (BP),,2020,23.673295974731445
Other South and Central America (BP),,2021,23.30105209350586
Other Southern Africa (BP),,2005,100
Other Southern Africa (BP),,2006,0
Other Southern Africa (BP),,2007,50.0000114440918
Other Southern Africa (BP),,2008,1833.333251953125
Other Southern Africa (BP),,2009,24.13792610168457
Other Southern Africa (BP),,2010,19.444454193115234
Other Southern Africa (BP),,2011,70.93022918701172
Other Southern Africa (BP),,2012,42.17686462402344
Other Southern Africa (BP),,2013,30.63157844543457
Other Southern Africa (BP),,2014,26.558483123779297
Other Southern Africa (BP),,2015,18.33416175842285
Other Southern Africa (BP),,2016,43.73804473876953
Other Southern Africa (BP),,2017,27.486251831054688
Other Southern Africa (BP),,2018,76.69365692138672
Other Southern Africa (BP),,2019,108.71522521972656
Other Southern Africa (BP),,2020,28.612958908081055
Other Southern Africa (BP),,2021,7.536637783050537
Pakistan,PAK,2008,684.158447265625
Pakistan,PAK,2009,236.3636474609375
Pakistan,PAK,2010,152.02700805664062
Pakistan,PAK,2011,99.80638122558594
Pakistan,PAK,2012,145.88148498535156
Pakistan,PAK,2013,119.63011932373047
Pakistan,PAK,2014,64.33708953857422
Pakistan,PAK,2015,60.35707092285156
Pakistan,PAK,2016,87.75007629394531
Pakistan,PAK,2017,37.270057678222656
Pakistan,PAK,2018,3.978550434112549
Pakistan,PAK,2019,4.47155237197876
Pakistan,PAK,2020,12.707769393920898
Pakistan,PAK,2021,25.920795440673828
Peru,PER,2013,229.8157196044922
Peru,PER,2014,1.2189030647277832
Peru,PER,2015,15.532028198242188
Peru,PER,2016,4.666411876678467
Peru,PER,2017,36.81452178955078
Peru,PER,2018,141.6270751953125
Peru,PER,2019,4.543745517730713
Peru,PER,2020,1.965928077697754
Peru,PER,2021,3.084838390350342
Philippines,PHL,2006,-9.29466438293457
Philippines,PHL,2007,-4.869186878204346
Philippines,PHL,2008,-0.38196444511413574
Philippines,PHL,2009,-3.9877355098724365
Philippines,PHL,2010,0.15974044799804688
Philippines,PHL,2011,-3.34928035736084
Philippines,PHL,2012,8.910894393920898
Philippines,PHL,2013,7.121217250823975
Philippines,PHL,2014,1068.1046142578125
Philippines,PHL,2015,738.7357788085938
Philippines,PHL,2016,691.8749389648438
Philippines,PHL,2017,9.492659568786621
Philippines,PHL,2018,3.99320125579834
Philippines,PHL,2019,-0.24293065071105957
Philippines,PHL,2020,10.15359115600586
Philippines,PHL,2021,6.437122821807861
Poland,POL,2012,450
Poland,POL,2013,36.3636360168457
Poland,POL,2014,366.66668701171875
Poland,POL,2015,714.28564453125
Poland,POL,2016,117.54386138916016
Poland,POL,2017,33.06452178955078
Poland,POL,2018,81.81818389892578
Poland,POL,2019,136.8909912109375
Poland,POL,2020,175.50167846679688
Poland,POL,2021,101.69403839111328
Portugal,PRT,1990,-100
Portugal,PRT,1997,0
Portugal,PRT,1998,-20.000003814697266
Portugal,PRT,1999,37.5
Portugal,PRT,2000,27.272724151611328
Portugal,PRT,2001,14.28571891784668
Portugal,PRT,2002,12.5
Portugal,PRT,2003,44.44444274902344
Portugal,PRT,2004,11.538457870483398
Portugal,PRT,2005,31.034481048583984
Portugal,PRT,2006,31.57894515991211
Portugal,PRT,2007,380.0000305175781
Portugal,PRT,2008,70.83333587646484
Portugal,PRT,2009,290.243896484375
Portugal,PRT,2010,34.375
Portugal,PRT,2011,31.16278648376465
Portugal,PRT,2012,39.36170196533203
Portugal,PRT,2013,21.918546676635742
Portugal,PRT,2014,30.925559997558594
Portugal,PRT,2015,26.914369583129883
Portugal,PRT,2016,3.2462358474731445
Portugal,PRT,2017,20.681262969970703
Portugal,PRT,2018,1.3104796409606934
Portugal,PRT,2019,33.532344818115234
Portugal,PRT,2020,26.005958557128906
Portugal,PRT,2021,30.573617935180664
Qatar,QAT,2012,0
Qatar,QAT,2013,242.87020874023438
Qatar,QAT,2014,73.44708251953125
Qatar,QAT,2015,0
Qatar,QAT,2016,28.55825424194336
Qatar,QAT,2017,0
Qatar,QAT,2018,0
Qatar,QAT,2019,0
Qatar,QAT,2020,0.27396678924560547
Qatar,QAT,2021,-0.27321577072143555
Romania,ROU,2010,100
Romania,ROU,2011,-50.5
Romania,ROU,2012,700
Romania,ROU,2013,5149.99951171875
Romania,ROU,2014,208.40478515625
Romania,ROU,2015,53.01474380493164
Romania,ROU,2016,-8.173561096191406
Romania,ROU,2017,1.9780158996582031
Romania,ROU,2018,-4.579734802246094
Romania,ROU,2019,0.3952503204345703
Romania,ROU,2020,-2.5309324264526367
Romania,ROU,2021,-1.8465101718902588
Russia,RUS,2012,250.95889282226562
Russia,RUS,2013,156.44027709960938
Russia,RUS,2014,1381.4814453125
Russia,RUS,2015,109.75000762939453
Russia,RUS,2016,39.5411262512207
Russia,RUS,2017,16.164852142333984
Russia,RUS,2018,14.790428161621094
Russia,RUS,2019,57.744300842285156
Russia,RUS,2020,89.04014587402344
Russia,RUS,2021,24.16037368774414
Saudi Arabia,SAU,2009,0
Saudi Arabia,SAU,2010,571.4286499023438
Saudi Arabia,SAU,2011,31.865978240966797
Saudi Arabia,SAU,2012,375.46368408203125
Saudi Arabia,SAU,2013,65.67849731445312
Saudi Arabia,SAU,2014,8.018827438354492
Saudi Arabia,SAU,2015,0
Saudi Arabia,SAU,2016,0
Saudi Arabia,SAU,2017,41.74930953979492
Saudi Arabia,SAU,2018,145.23057556152344
Saudi Arabia,SAU,2019,29.625057220458984
Saudi Arabia,SAU,2020,0.27397871017456055
Saudi Arabia,SAU,2021,300.5809326171875
Singapore,SGP,2009,437.373779296875
Singapore,SGP,2010,93.35838317871094
Singapore,SGP,2011,58.619571685791016
Singapore,SGP,2012,67.37488555908203
Singapore,SGP,2013,53.252769470214844
Singapore,SGP,2014,116.09590148925781
Singapore,SGP,2015,79.60785675048828
Singapore,SGP,2016,81.57950592041016
Singapore,SGP,2017,38.758277893066406
Singapore,SGP,2018,10.079442977905273
Singapore,SGP,2019,43.98926544189453
Singapore,SGP,2020,51.63377380371094
Singapore,SGP,2021,34.4573974609375
Slovakia,SVK,2011,2235.294189453125
Slovakia,SVK,2012,6.800997257232666
Slovakia,SVK,2013,38.67924118041992
Slovakia,SVK,2014,1.530611515045166
Slovakia,SVK,2015,-15.242886543273926
Slovakia,SVK,2016,5.33597469329834
Slovakia,SVK,2017,-5.065667629241943
Slovakia,SVK,2018,15.612649917602539
Slovakia,SVK,2019,0.6837606430053711
Slovakia,SVK,2020,12.563669204711914
Slovakia,SVK,2021,1.3719439506530762
Slovenia,SVN,2009,300
Slovenia,SVN,2010,225
Slovenia,SVN,2011,407.6922912597656
Slovenia,SVN,2012,146.96969604492188
Slovenia,SVN,2013,31.901836395263672
Slovenia,SVN,2014,19.53488540649414
Slovenia,SVN,2015,6.614780426025391
Slovenia,SVN,2016,-2.5547444820404053
Slovenia,SVN,2017,6.317234039306641
Slovenia,SVN,2018,-10.182934761047363
Slovenia,SVN,2019,18.85700225830078
Slovenia,SVN,2020,21.501195907592773
Slovenia,SVN,2021,-17.922794342041016
South Africa,ZAF,2001,16.129039764404297
South Africa,ZAF,2002,14.814817428588867
South Africa,ZAF,2003,12.096762657165527
South Africa,ZAF,2004,11.51078987121582
South Africa,ZAF,2005,9.677421569824219
South Africa,ZAF,2006,9.411764144897461
South Africa,ZAF,2007,8.064508438110352
South Africa,ZAF,2008,7.960200309753418
South Africa,ZAF,2009,7.3732733726501465
South Africa,ZAF,2010,18.454933166503906
South Africa,ZAF,2011,190.94204711914062
South Africa,ZAF,2012,7.098376750946045
South Africa,ZAF,2013,182.55813598632812
South Africa,ZAF,2014,342.3707580566406
South Africa,ZAF,2015,123.21035766601562
South Africa,ZAF,2016,39.22261047363281
South Africa,ZAF,2017,51.40011215209961
South Africa,ZAF,2018,22.6560115814209
South Africa,ZAF,2019,9.156227111816406
South Africa,ZAF,2020,22.44646453857422
South Africa,ZAF,2021,-4.743480682373047
South America,,1999,52.941165924072266
South America,,2000,7156.5927734375
South America,,2001,44.56085968017578
South America,,2002,72.83358764648438
South America,,2003,37.771942138671875
South America,,2004,23.892927169799805
South America,,2005,19.938827514648438
South America,,2006,-98.5350570678711
South America,,2007,16.259597778320312
South America,,2008,63.65522003173828
South America,,2009,-20.82814598083496
South America,,2010,5251.947265625
South America,,2011,252.36697387695312
South America,,2012,220.71945190429688
South America,,2013,116.68608093261719
South America,,2014,176.02999877929688
South America,,2015,136.8000030517578
South America,,2016,72.97015380859375
South America,,2017,73.11653900146484
South America,,2018,85.82231903076172
South America,,2019,53.421546936035156
South America,,2020,38.56635284423828
South America,,2021,47.23082733154297
South Korea,KOR,1991,0
South Korea,KOR,1992,100
South Korea,KOR,1993,0
South Korea,KOR,1994,0
South Korea,KOR,1995,0
South Korea,KOR,1996,50
South Korea,KOR,1997,0
South Korea,KOR,1998,33.333335876464844
South Korea,KOR,1999,14.299988746643066
South Korea,KOR,2000,15.573060989379883
South Korea,KOR,2001,17.032550811767578
South Korea,KOR,2002,13.9068603515625
South Korea,KOR,2003,10.051107406616211
South Korea,KOR,2004,27.3477783203125
South Korea,KOR,2005,45.85697555541992
South Korea,KOR,2006,115.44549560546875
South Korea,KOR,2007,129.76918029785156
South Korea,KOR,2008,298.8762512207031
South Korea,KOR,2009,99.14215850830078
South Korea,KOR,2010,36.59383010864258
South Korea,KOR,2011,19.30675506591797
South Korea,KOR,2012,22.131752014160156
South Korea,KOR,2013,47.955989837646484
South Korea,KOR,2014,61.57527160644531
South Korea,KOR,2015,57.00617980957031
South Korea,KOR,2016,30.406105041503906
South Korea,KOR,2017,40.28477478027344
South Korea,KOR,2018,31.237506866455078
South Korea,KOR,2019,39.46912384033203
South Korea,KOR,2020,36.255027770996094
South Korea,KOR,2021,13.047492980957031
South and Central America (BP),,1999,647.11767578125
South and Central America (BP),,2000,1583.13671875
South and Central America (BP),,2001,72.44699096679688
South and Central America (BP),,2002,63.271568298339844
South and Central America (BP),,2003,38.43623352050781
South and Central America (BP),,2004,28.12765884399414
South and Central America (BP),,2005,67.6822280883789
South and Central America (BP),,2006,-54.19899368286133
South and Central America (BP),,2007,32.02456283569336
South and Central America (BP),,2008,37.24129104614258
South and Central America (BP),,2009,64.60954284667969
South and Central America (BP),,2010,151.26116943359375
South and Central America (BP),,2011,113.6829605102539
South and Central America (BP),,2012,156.17373657226562
South and Central America (BP),,2013,57.66706466674805
South and Central America (BP),,2014,108.46021270751953
South and Central America (BP),,2015,157.66009521484375
South and Central America (BP),,2016,70.74143981933594
South and Central America (BP),,2017,56.48088455200195
South and Central America (BP),,2018,67.68843841552734
South and Central America (BP),,2019,49.61759948730469
South and Central America (BP),,2020,36.10466766357422
South and Central America (BP),,2021,43.09253692626953
Spain,ESP,1990,-0.999993085861206
Spain,ESP,1991,16.666675567626953
Spain,ESP,1992,14.28571891784668
Spain,ESP,1993,12.499988555908203
Spain,ESP,1994,11.111116409301758
Spain,ESP,1995,50
Spain,ESP,1996,-19.999998092651367
Spain,ESP,1997,8.333337783813477
Spain,ESP,1998,15.384614944458008
Spain,ESP,1999,13.333344459533691
Spain,ESP,2000,5.8823466300964355
Spain,ESP,2001,33.333335876464844
Spain,ESP,2002,25
Spain,ESP,2003,36.66667938232422
Spain,ESP,2004,36.585365295410156
Spain,ESP,2005,-26.78571319580078
Spain,ESP,2006,190.24391174316406
Spain,ESP,2007,326.8907470703125
Spain,ESP,2008,407.4803466796875
Spain,ESP,2009,135.3349151611328
Spain,ESP,2010,16.44148826599121
Spain,ESP,2011,22.862529754638672
Spain,ESP,2012,37.863468170166016
Spain,ESP,2013,9.56869125366211
Spain,ESP,2014,4.287564754486084
Spain,ESP,2015,1.3559699058532715
Spain,ESP,2016,-1.5638768672943115
Spain,ESP,2017,4.977166652679443
Spain,ESP,2018,-11.00975227355957
Spain,ESP,2019,18.552148818969727
Spain,ESP,2020,36.79341125488281
Spain,ESP,2021,29.703819274902344
Sri Lanka,LKA,2001,109.04998779296875
Sri Lanka,LKA,2002,66.21843719482422
Sri Lanka,LKA,2003,60.147403717041016
Sri Lanka,LKA,2004,47.216461181640625
Sri Lanka,LKA,2005,30.410921096801758
Sri Lanka,LKA,2006,16.714786529541016
Sri Lanka,LKA,2007,10.946798324584961
Sri Lanka,LKA,2008,6.670713424682617
Sri Lanka,LKA,2009,6.473147869110107
Sri Lanka,LKA,2010,6.0059428215026855
Sri Lanka,LKA,2011,21.105920791625977
Sri Lanka,LKA,2012,14.845657348632812
Sri Lanka,LKA,2013,43.718814849853516
Sri Lanka,LKA,2014,95.25679016113281
Sri Lanka,LKA,2015,73.47943878173828
Sri Lanka,LKA,2016,70.29967498779297
Sri Lanka,LKA,2017,170.71231079101562
Sri Lanka,LKA,2018,43.05241012573242
Sri Lanka,LKA,2019,55.737449645996094
Sri Lanka,LKA,2020,30.3001766204834
Sri Lanka,LKA,2021,16.74628257751465
Sweden,SWE,1994,0
Sweden,SWE,1995,0
Sweden,SWE,1996,0
Sweden,SWE,1997,0
Sweden,SWE,1998,0
Sweden,SWE,1999,0
Sweden,SWE,2000,0
Sweden,SWE,2001,100
Sweden,SWE,2002,0
Sweden,SWE,2003,0
Sweden,SWE,2004,0
Sweden,SWE,2005,0
Sweden,SWE,2006,0
Sweden,SWE,2007,50
Sweden,SWE,2008,33.333335876464844
Sweden,SWE,2009,75
Sweden,SWE,2010,28.571414947509766
Sweden,SWE,2011,44.444454193115234
Sweden,SWE,2012,46.15384292602539
Sweden,SWE,2013,84.21054077148438
Sweden,SWE,2014,34.28571319580078
Sweden,SWE,2015,106.38298797607422
Sweden,SWE,2016,47.42268371582031
Sweden,SWE,2017,60.83915328979492
Sweden,SWE,2018,69.99999237060547
Sweden,SWE,2019,69.56521606445312
Sweden,SWE,2020,56.10859298706055
Sweden,SWE,2021,40.00000762939453
Switzerland,CHE,1991,100
Switzerland,CHE,1992,50
Switzerland,CHE,1993,33.333335876464844
Switzerland,CHE,1994,24.999988555908203
Switzerland,CHE,1995,20.000003814697266
Switzerland,CHE,1996,16.666675567626953
Switzerland,CHE,1997,0
Switzerland,CHE,1998,14.28571891784668
Switzerland,CHE,1999,24.999988555908203
Switzerland,CHE,2000,10.000001907348633
Switzerland,CHE,2001,18.18182373046875
Switzerland,CHE,2002,15.384614944458008
Switzerland,CHE,2003,19.99999237060547
Switzerland,CHE,2004,0
Switzerland,CHE,2005,16.666675567626953
Switzerland,CHE,2006,14.28571891784668
Switzerland,CHE,2007,20.833324432373047
Switzerland,CHE,2008,27.586210250854492
Switzerland,CHE,2009,45.94594192504883
Switzerland,CHE,2010,74.07406616210938
Switzerland,CHE,2011,78.72340393066406
Switzerland,CHE,2012,77.97618865966797
Switzerland,CHE,2013,67.22408294677734
Switzerland,CHE,2014,68.4000015258789
Switzerland,CHE,2015,32.89785385131836
Switzerland,CHE,2016,19.124221801757812
Switzerland,CHE,2017,26.256561279296875
Switzerland,CHE,2018,15.567445755004883
Switzerland,CHE,2019,11.979425430297852
Switzerland,CHE,2020,19.329654693603516
Switzerland,CHE,2021,15.671241760253906
Taiwan,TWN,2001,120.00000762939453
Taiwan,TWN,2002,31.818187713623047
Taiwan,TWN,2003,32.47126388549805
Taiwan,TWN,2004,26.681137084960938
Taiwan,TWN,2005,64.38355255126953
Taiwan,TWN,2006,51.770843505859375
Taiwan,TWN,2007,49.62251281738281
Taiwan,TWN,2008,105.1900405883789
Taiwan,TWN,2009,103.71661376953125
Taiwan,TWN,2010,138.4298553466797
Taiwan,TWN,2011,183.62188720703125
Taiwan,TWN,2012,159.4340362548828
Taiwan,TWN,2013,100.84855651855469
Taiwan,TWN,2014,64.67401885986328
Taiwan,TWN,2015,60.803497314453125
Taiwan,TWN,2016,30.43001937866211
Taiwan,TWN,2017,50.35581588745117
Taiwan,TWN,2018,62.6480712890625
Taiwan,TWN,2019,48.07632064819336
Taiwan,TWN,2020,51.263736724853516
Taiwan,TWN,2021,30.382251739501953
Thailand,THA,2007,6.25
Thailand,THA,2008,0.30961036682128906
Thailand,THA,2009,14.197528839111328
Thailand,THA,2010,31.35135269165039
Thailand,THA,2011,61.93415069580078
Thailand,THA,2012,427.8218688964844
Thailand,THA,2013,152.26443481445312
Thailand,THA,2014,53.75852584838867
Thailand,THA,2015,22.990989685058594
Thailand,THA,2016,42.010093688964844
Thailand,THA,2017,34.52769470214844
Thailand,THA,2018,-0.13207197189331055
Thailand,THA,2019,13.422966003417969
Thailand,THA,2020,0.27397871017456055
Thailand,THA,2021,1.596057415008545
Trinidad and Tobago,TTO,2001,400
Trinidad and Tobago,TTO,2002,51.968502044677734
Trinidad and Tobago,TTO,2003,55.233158111572266
Trinidad and Tobago,TTO,2004,45.19358825683594
Trinidad and Tobago,TTO,2005,7.540237903594971
Trinidad and Tobago,TTO,2006,14.835393905639648
Trinidad and Tobago,TTO,2007,7.259869575500488
Trinidad and Tobago,TTO,2008,8.642827987670898
Trinidad and Tobago,TTO,2009,12.939286231994629
Trinidad and Tobago,TTO,2010,13.267337799072266
Trinidad and Tobago,TTO,2011,0
Trinidad and Tobago,TTO,2012,0
Trinidad and Tobago,TTO,2013,0
Trinidad and Tobago,TTO,2014,12.087905883789062
Trinidad and Tobago,TTO,2015,14.772725105285645
Trinidad and Tobago,TTO,2016,0
Trinidad and Tobago,TTO,2017,0
Trinidad and Tobago,TTO,2018,-9.338170051574707
Trinidad and Tobago,TTO,2019,0
Trinidad and Tobago,TTO,2020,0.2956271171569824
Trinidad and Tobago,TTO,2021,-0.27321577072143555
Turkey,TUR,2011,19.23074722290039
Turkey,TUR,2012,48.793663024902344
Turkey,TUR,2013,59.34604263305664
Turkey,TUR,2014,156.4626007080078
Turkey,TUR,2015,1015.6321411132812
Turkey,TUR,2016,437.3480224609375
Turkey,TUR,2017,176.99168395996094
Turkey,TUR,2018,169.95465087890625
Turkey,TUR,2019,18.59022331237793
Turkey,TUR,2020,18.38311004638672
Turkey,TUR,2021,17.20212745666504
Turkmenistan,TKM,2011,186.36363220214844
Turkmenistan,TKM,2012,114.87293243408203
Turkmenistan,TKM,2013,88.37271118164062
Turkmenistan,TKM,2014,68.62745666503906
Turkmenistan,TKM,2015,67.44185638427734
Turkmenistan,TKM,2016,33.6986198425293
Turkmenistan,TKM,2017,-0.27321577072143555
Turkmenistan,TKM,2018,0
Turkmenistan,TKM,2019,0
Turkmenistan,TKM,2020,0.27396678924560547
Turkmenistan,TKM,2021,-0.27321577072143555
Ukraine,UKR,2012,1007.3089599609375
Ukraine,UKR,2013,71.01709747314453
Ukraine,UKR,2014,-24.736845016479492
Ukraine,UKR,2015,11.072265625
Ukraine,UKR,2016,3.0010461807250977
Ukraine,UKR,2017,47.04564666748047
Ukraine,UKR,2018,53.45710372924805
Ukraine,UKR,2019,164.81265258789062
Ukraine,UKR,2020,83.07420349121094
Ukraine,UKR,2021,17.825305938720703
United Arab Emirates,ARE,2010,189.95909118652344
United Arab Emirates,ARE,2011,12.331735610961914
United Arab Emirates,ARE,2012,17.13374900817871
United Arab Emirates,ARE,2013,252.37603759765625
United Arab Emirates,ARE,2014,261.06317138671875
United Arab Emirates,ARE,2015,0.25418996810913086
United Arab Emirates,ARE,2016,1.6697049140930176
United Arab Emirates,ARE,2017,135.12747192382812
United Arab Emirates,ARE,2018,77.04267883300781
United Arab Emirates,ARE,2019,189.42514038085938
United Arab Emirates,ARE,2020,20.534276962280273
United Arab Emirates,ARE,2021,12.683653831481934
United Kingdom,GBR,1985,0
United Kingdom,GBR,1986,0
United Kingdom,GBR,1987,-100
United Kingdom,GBR,1989,-100
United Kingdom,GBR,2000,0
United Kingdom,GBR,2001,100
United Kingdom,GBR,2002,50
United Kingdom,GBR,2003,0
United Kingdom,GBR,2004,33.333335876464844
United Kingdom,GBR,2005,100
United Kingdom,GBR,2006,37.4999885559082
United Kingdom,GBR,2007,27.272737503051758
United Kingdom,GBR,2008,21.428573608398438
United Kingdom,GBR,2009,17.64826774597168
United Kingdom,GBR,2010,101.3834228515625
United Kingdom,GBR,2011,504.9676513671875
United Kingdom,GBR,2012,455.5875244140625
United Kingdom,GBR,2013,48.49431610107422
United Kingdom,GBR,2014,101.6683578491211
United Kingdom,GBR,2015,85.81026458740234
United Kingdom,GBR,2016,38.166954040527344
United Kingdom,GBR,2017,10.256851196289062
United Kingdom,GBR,2018,10.395622253417969
United Kingdom,GBR,2019,-0.6970882415771484
United Kingdom,GBR,2020,4.593777656555176
United Kingdom,GBR,2021,-5.879169464111328
United States,USA,1984,76.70033264160156
United States,USA,1985,102.5533676147461
United States,USA,1986,32.00374984741211
United States,USA,1987,-25.192415237426758
United States,USA,1988,-13.365721702575684
United States,USA,1989,2655.673828125
United States,USA,1990,46.48265838623047
United States,USA,1991,28.980422973632812
United States,USA,1992,-14.512908935546875
United States,USA,1993,16.220687866210938
United States,USA,1994,5.621433258056641
United States,USA,1995,2.510356903076172
United States,USA,1996,5.222761631011963
United States,USA,1997,-1.5970587730407715
United States,USA,1998,-1.5086233615875244
United States,USA,1999,-1.2040674686431885
United States,USA,2000,0.0329136848449707
United States,USA,2001,10.768961906433105
United States,USA,2002,4.7438859939575195
United States,USA,2003,1.505434513092041
United States,USA,2004,14.325321197509766
United States,USA,2005,7.272005081176758
United States,USA,2006,10.085641860961914
United States,USA,2007,32.86848068237305
United States,USA,2008,49.08225631713867
United States,USA,2009,27.120685577392578
United States,USA,2010,45.13939666748047
United States,USA,2011,57.28000259399414
United States,USA,2012,90.69839477539062
United States,USA,2013,77.48888397216797
United States,USA,2014,82.14910125732422
United States,USA,2015,34.94675064086914
United States,USA,2016,40.56671905517578
United States,USA,2017,40.8468017578125
United States,USA,2018,20.818614959716797
United States,USA,2019,14.490437507629395
United States,USA,2020,22.290302276611328
United States,USA,2021,25.230836868286133
Upper-middle-income countries,,1991,33.333335876464844
Upper-middle-income countries,,1992,50
Upper-middle-income countries,,1993,33.333335876464844
Upper-middle-income countries,,1994,24.999988555908203
Upper-middle-income countries,,1995,20.000003814697266
Upper-middle-income countries,,1996,25
Upper-middle-income countries,,1997,13.333344459533691
Upper-middle-income countries,,1998,23.62940216064453
Upper-middle-income countries,,1999,14.316987991333008
Upper-middle-income countries,,2000,67.19808959960938
Upper-middle-income countries,,2001,30.720508575439453
Upper-middle-income countries,,2002,39.20359802246094
Upper-middle-income countries,,2003,26.36418342590332
Upper-middle-income countries,,2004,17.48589324951172
Upper-middle-income countries,,2005,10.23106575012207
Upper-middle-income countries,,2006,33.906246185302734
Upper-middle-income countries,,2007,13.610637664794922
Upper-middle-income countries,,2008,27.34442901611328
Upper-middle-income countries,,2009,63.017677307128906
Upper-middle-income countries,,2010,121.71113586425781
Upper-middle-income countries,,2011,250.41343688964844
Upper-middle-income countries,,2012,75.75090789794922
Upper-middle-income countries,,2013,136.4957275390625
Upper-middle-income countries,,2014,146.09112548828125
Upper-middle-income countries,,2015,63.58888244628906
Upper-middle-income countries,,2016,61.14385223388672
Upper-middle-income countries,,2017,73.27893829345703
Upper-middle-income countries,,2018,51.75491714477539
Upper-middle-income countries,,2019,28.435766220092773
Upper-middle-income countries,,2020,18.311965942382812
Upper-middle-income countries,,2021,24.6243839263916
Uzbekistan,UZB,2017,35.47275161743164
Uzbekistan,UZB,2018,8.53736400604248
Uzbekistan,UZB,2019,0
Uzbekistan,UZB,2020,0.27396678924560547
Uzbekistan,UZB,2021,622.61376953125
Venezuela,VEN,2011,21.138214111328125
Venezuela,VEN,2012,75.16778564453125
Venezuela,VEN,2013,2.6819825172424316
Venezuela,VEN,2014,-13.059700012207031
Venezuela,VEN,2015,-21.6738224029541
Venezuela,VEN,2016,0
Venezuela,VEN,2017,8.493148803710938
Venezuela,VEN,2018,0
Venezuela,VEN,2019,-22.22222137451172
Venezuela,VEN,2020,0.27396678924560547
Venezuela,VEN,2021,-0.27321577072143555
Vietnam,VNM,2011,0
Vietnam,VNM,2012,0
Vietnam,VNM,2013,0
Vietnam,VNM,2014,13.110578536987305
Vietnam,VNM,2015,0
Vietnam,VNM,2016,-20.677762985229492
Vietnam,VNM,2017,51.07752227783203
Vietnam,VNM,2018,1213.713623046875
Vietnam,VNM,2019,4902.0859375
Vietnam,VNM,2020,106.78663635253906
Vietnam,VNM,2021,137.2967071533203
Western Africa (BP),,2001,24.457191467285156
Western Africa (BP),,2002,-16.171730041503906
